customer_id,snapshot_date,churned,arr,plan,seats,monthly_logins,support_tickets,nps_score,days_since_last_login,contract_months_remaining,industry,company_size,probability,tier,rank,value_at_risk,churn_risk_pct,renewal_window_label,urgency_score,arr_at_risk,recommended_action,account_status
CUST-20119,2025-01-06,0,44777,Professional,3,24,3,8,5,13,E-commerce,51-200,0.12918272423491514,Low Risk,955,5784.414843066796,12.9,unknown,12.9,5784.41,Monitor,active
CUST-21079,2024-10-21,0,44105,Professional,19,130,2,6,25,13,HealthTech,201-1000,0.13104102540070978,Low Risk,927,5779.564425298305,13.1,unknown,13.1,5779.56,Monitor,active
CUST-20422,2025-05-04,0,40491,Professional,17,138,1,7,15,8,HR Tech,1000+,0.14252787583857254,Low Risk,795,5771.09622057964,14.3,unknown,14.3,5771.1,Monitor,active
CUST-20351,2025-03-26,0,40596,Professional,1,3,1,9,42,14,E-commerce,51-200,0.14153408707556847,Low Risk,809,5745.717798919778,14.2,unknown,14.2,5745.72,Monitor,active
CUST-21638,2024-04-23,0,72050,Enterprise,8,55,2,9,0,4,HR Tech,1000+,0.07966719361315075,Low Risk,1536,5740.021299827512,8.0,unknown,8.0,5740.02,Monitor,active
CUST-21705,2024-02-29,0,37840,Professional,16,115,2,4,4,11,EdTech,1-10,0.15154837247243996,Low Risk,714,5734.590414357128,15.2,unknown,15.2,5734.59,Monitor,active
CUST-20254,2024-09-09,0,41568,Professional,26,204,3,8,30,6,Media,201-1000,0.1379160639613366,Low Risk,837,5732.89494674484,13.8,unknown,13.8,5732.89,Monitor,active
CUST-21035,2024-10-09,0,36781,Professional,6,49,0,8,20,8,HR Tech,51-200,0.15562782726864113,Low Risk,672,5724.147114767889,15.6,unknown,15.6,5724.15,Monitor,active
CUST-21924,2025-05-02,0,97726,Enterprise,20,170,1,4,20,14,HealthTech,1000+,0.05844522655485379,Low Risk,1790,5711.618210299642,5.8,unknown,5.8,5711.62,Monitor,active
CUST-20632,2025-03-10,0,114219,Enterprise,63,507,3,5,16,21,E-commerce,201-1000,0.05,Low Risk,1877,5710.950000000001,5.0,unknown,5.0,5710.95,Monitor,active
CUST-20900,2024-09-12,0,50010,Professional,25,224,2,6,8,19,Media,11-50,0.11418646201790486,Low Risk,1131,5710.464965515422,11.4,unknown,11.4,5710.46,Monitor,active
CUST-21542,2024-10-12,0,92882,Enterprise,151,1223,2,9,7,12,FinTech,201-1000,0.06142334358058488,Low Risk,1762,5705.122998451885,6.1,unknown,6.1,5705.12,Monitor,active
CUST-20145,2024-09-17,0,44454,Professional,1,9,2,6,53,7,HealthTech,201-1000,0.1281003047257694,Low Risk,967,5694.570946279352,12.8,unknown,12.8,5694.57,Monitor,active
CUST-21766,2024-03-18,0,104712,Enterprise,63,503,2,7,15,15,SaaS,51-200,0.05427067016829177,Low Risk,1832,5682.790414662168,5.4,unknown,5.4,5682.79,Monitor,active
CUST-20274,2024-08-26,0,73620,Enterprise,3,25,1,7,16,1,HR Tech,51-200,0.07704498392292114,Low Risk,1574,5672.0517164054545,7.7,unknown,7.7,5672.05,Monitor,active
CUST-20276,2024-10-19,0,46945,Professional,12,121,0,7,0,4,Gaming,1000+,0.12051244384683187,Low Risk,1047,5657.456676389522,12.1,unknown,12.1,5657.46,Monitor,active
CUST-21466,2024-02-03,0,106066,Enterprise,36,290,1,6,2,13,Gaming,1000+,0.053223967685596375,Low Risk,1848,5645.253356540466,5.3,unknown,5.3,5645.25,Monitor,active
CUST-20377,2024-02-17,0,112864,Enterprise,47,365,4,6,34,21,MarTech,1000+,0.05,Low Risk,1877,5643.200000000001,5.0,unknown,5.0,5643.2,Monitor,active
CUST-20518,2024-03-05,0,39202,Professional,4,27,4,7,11,6,HR Tech,1-10,0.14392553908762334,Low Risk,777,5642.16898331301,14.4,unknown,14.4,5642.17,Monitor,active
CUST-21401,2024-03-28,0,112198,Enterprise,44,350,2,8,28,22,Media,11-50,0.05,Low Risk,1877,5609.900000000001,5.0,unknown,5.0,5609.9,Monitor,active
CUST-21279,2025-04-13,0,49277,Professional,6,55,0,6,10,3,FinTech,201-1000,0.1138106937069259,Low Risk,1133,5608.249553796188,11.4,unknown,11.4,5608.25,Monitor,active
CUST-20815,2024-07-02,0,42511,Professional,14,111,3,5,11,18,HealthTech,51-200,0.13159841827138424,Low Risk,915,5594.380359134816,13.2,unknown,13.2,5594.38,Monitor,active
CUST-20472,2025-01-20,0,67562,Enterprise,29,220,2,10,3,2,EdTech,201-1000,0.08273955640129395,Low Risk,1503,5590.0499095842215,8.3,unknown,8.3,5590.05,Monitor,active
CUST-20651,2024-03-05,0,36905,Professional,5,33,1,7,55,7,MarTech,1000+,0.15133132436192773,Low Risk,718,5584.8825255769425,15.1,unknown,15.1,5584.88,Monitor,active
CUST-21147,2024-12-31,0,41523,Professional,16,133,4,7,7,1,HR Tech,11-50,0.13392074641464236,Low Risk,889,5560.791153375195,13.4,unknown,13.4,5560.79,Monitor,active
CUST-21758,2025-03-30,0,40880,Professional,25,210,3,9,11,1,EdTech,51-200,0.13596727926422866,Low Risk,864,5558.342376321668,13.6,unknown,13.6,5558.34,Monitor,active
CUST-21365,2025-04-09,0,49711,Professional,2,23,2,9,19,11,HR Tech,1000+,0.11178011154743414,Low Risk,1153,5556.701125134498,11.2,unknown,11.2,5556.7,Monitor,active
CUST-20742,2024-12-18,0,30083,Professional,1,6,2,5,19,7,MarTech,1-10,0.1843850288698165,Low Risk,493,5546.85482349069,18.4,unknown,18.4,5546.85,Monitor,active
CUST-20594,2024-05-23,0,36969,Professional,31,224,4,8,2,8,Gaming,1-10,0.14986815584016083,Low Risk,730,5540.475853254906,15.0,unknown,15.0,5540.48,Monitor,active
CUST-21640,2025-03-07,0,40487,Professional,28,204,0,9,12,2,E-commerce,201-1000,0.13632028902964896,Low Risk,859,5519.199541943398,13.6,unknown,13.6,5519.2,Monitor,active
CUST-21192,2025-06-02,0,110349,Enterprise,27,205,2,9,25,14,EdTech,1000+,0.05,Low Risk,1877,5517.450000000001,5.0,unknown,5.0,5517.45,Monitor,active
CUST-21435,2024-08-24,1,19314,Professional,25,202,3,2,0,2,FinTech,201-1000,0.28519011071890954,Low Risk,72,5508.161798425019,28.5,unknown,28.5,5508.16,Monitor,archived_cancelled
CUST-20681,2024-06-03,0,46869,Professional,2,18,2,7,14,4,HealthTech,1000+,0.1171582131571153,Low Risk,1090,5491.088292460837,11.7,unknown,11.7,5491.09,Monitor,active
CUST-21270,2024-04-15,1,20056,Professional,33,225,3,7,29,7,SaaS,1-10,0.2729016154351291,Low Risk,115,5473.314799166949,27.3,unknown,27.3,5473.31,Monitor,archived_cancelled
CUST-21946,2024-04-17,0,109411,Enterprise,47,396,3,6,1,18,E-commerce,1000+,0.05,Low Risk,1877,5470.55,5.0,unknown,5.0,5470.55,Monitor,active
CUST-21657,2024-03-25,0,79071,Enterprise,13,104,1,9,0,2,HR Tech,51-200,0.06910589926031438,Low Risk,1667,5464.272560412318,6.9,unknown,6.9,5464.27,Monitor,active
CUST-21519,2024-04-25,0,102183,Enterprise,44,329,3,8,53,4,HR Tech,1000+,0.05347305979826903,Low Risk,1839,5464.037669366524,5.3,unknown,5.3,5464.04,Monitor,active
CUST-20531,2025-03-21,1,34083,Professional,13,101,4,5,8,1,EdTech,1-10,0.16007842787820098,Low Risk,650,5455.953057372724,16.0,unknown,16.0,5455.95,Monitor,archived_cancelled
CUST-21328,2024-03-21,0,100780,Enterprise,17,147,4,5,6,20,SaaS,11-50,0.053963477060596766,Low Risk,1836,5438.439218166942,5.4,unknown,5.4,5438.44,Monitor,active
CUST-21169,2024-05-10,0,108281,Enterprise,69,569,2,6,2,23,EdTech,201-1000,0.05,Low Risk,1877,5414.05,5.0,unknown,5.0,5414.05,Monitor,active
CUST-21410,2024-11-08,0,39545,Professional,14,105,0,5,7,6,SaaS,51-200,0.13672692007735895,Low Risk,852,5406.86605445916,13.7,unknown,13.7,5406.87,Monitor,active
CUST-21960,2025-06-16,0,89082,Enterprise,48,387,1,7,1,7,Logistics,1-10,0.060662116743735804,Low Risk,1769,5403.902683765473,6.1,unknown,6.1,5403.9,Monitor,active
CUST-21089,2024-11-10,0,49308,Professional,11,104,1,9,11,2,EdTech,51-200,0.10938524148202622,Low Risk,1189,5393.567486995748,10.9,unknown,10.9,5393.57,Monitor,active
CUST-20071,2024-05-24,0,55381,Professional,3,27,3,6,16,13,HealthTech,11-50,0.09717497583964066,Low Risk,1330,5381.647336975139,9.7,unknown,9.7,5381.65,Monitor,active
CUST-21922,2024-01-29,0,82232,Enterprise,72,582,4,7,19,19,Media,51-200,0.06525006194427455,Low Risk,1714,5365.643093801585,6.5,unknown,6.5,5365.64,Monitor,active
CUST-21386,2024-10-05,0,47511,Professional,33,244,1,5,15,14,Gaming,201-1000,0.1128960137982236,Low Risk,1141,5363.802511567402,11.3,unknown,11.3,5363.8,Monitor,active
CUST-21008,2024-08-07,1,19851,Professional,31,230,1,6,32,0,EdTech,1-10,0.27005222159124564,Low Risk,127,5360.806650807817,27.0,unknown,27.0,5360.81,Monitor,archived_cancelled
CUST-21115,2024-01-18,0,27362,Professional,8,45,3,10,45,2,SaaS,1000+,0.1957185875466746,Low Risk,427,5355.25199245211,19.6,unknown,19.6,5355.25,Monitor,active
CUST-20019,2025-06-03,0,61801,Professional,15,120,2,10,1,0,MarTech,51-200,0.08649107365484625,Low Risk,1464,5345.234842943153,8.6,unknown,8.6,5345.23,Monitor,active
CUST-21838,2024-01-25,0,98888,Enterprise,110,888,3,4,2,23,Logistics,11-50,0.054010223172871866,Low Risk,1835,5340.9629491189535,5.4,unknown,5.4,5340.96,Monitor,active
CUST-21013,2024-09-12,0,40323,Professional,1,0,1,7,55,5,SaaS,11-50,0.13141198928297965,Low Risk,919,5298.9256438575885,13.1,unknown,13.1,5298.93,Monitor,active
CUST-21406,2024-09-02,0,43174,Professional,10,74,3,7,13,18,Gaming,1000+,0.12262235004173276,Low Risk,1027,5294.09734070177,12.3,unknown,12.3,5294.1,Monitor,active
CUST-21450,2024-09-12,0,51137,Professional,36,290,1,6,2,2,HealthTech,1-10,0.10340244286740945,Low Risk,1261,5287.690720910717,10.3,unknown,10.3,5287.69,Monitor,active
CUST-20198,2024-12-06,0,36409,Professional,38,308,1,7,23,10,HealthTech,1-10,0.1451688824617828,Low Risk,768,5285.453841551051,14.5,unknown,14.5,5285.45,Monitor,active
CUST-20917,2025-04-18,0,105672,Enterprise,13,101,3,7,23,22,HealthTech,51-200,0.05,Low Risk,1877,5283.6,5.0,unknown,5.0,5283.6,Monitor,active
CUST-21741,2024-06-30,0,105299,Enterprise,2,16,1,8,14,17,FinTech,11-50,0.05,Low Risk,1877,5264.950000000001,5.0,unknown,5.0,5264.95,Monitor,active
CUST-20692,2025-05-27,0,49288,Professional,4,33,0,8,25,14,Media,1-10,0.10674021126424364,Low Risk,1219,5261.01153279204,10.7,unknown,10.7,5261.01,Monitor,active
CUST-20250,2024-07-21,0,105186,Enterprise,77,602,3,8,4,21,Gaming,1-10,0.05,Low Risk,1877,5259.3,5.0,unknown,5.0,5259.3,Monitor,active
CUST-20017,2024-11-08,0,42804,Professional,1,15,5,10,7,2,E-commerce,201-1000,0.12283974908691894,Low Risk,1022,5258.032619916478,12.3,unknown,12.3,5258.03,Monitor,active
CUST-21518,2024-06-13,0,44369,Professional,25,197,0,7,5,7,Gaming,1000+,0.1179189207287851,Low Risk,1082,5231.944593815466,11.8,unknown,11.8,5231.94,Monitor,active
CUST-21495,2024-08-20,0,104635,Enterprise,131,1027,2,9,25,22,HealthTech,201-1000,0.05,Low Risk,1877,5231.75,5.0,unknown,5.0,5231.75,Monitor,active
CUST-20022,2025-05-22,0,37411,Professional,14,112,1,7,0,14,Logistics,201-1000,0.13916870145469443,Low Risk,828,5206.4402901215735,13.9,unknown,13.9,5206.44,Monitor,active
CUST-21931,2024-11-28,0,101033,Enterprise,6,50,0,7,6,18,EdTech,201-1000,0.05139490353552316,Low Risk,1863,5192.581288904511,5.1,unknown,5.1,5192.58,Monitor,active
CUST-20115,2024-06-08,0,103749,Enterprise,5,43,1,6,1,23,MarTech,1000+,0.05,Low Risk,1877,5187.450000000001,5.0,unknown,5.0,5187.45,Monitor,active
CUST-21409,2024-05-04,0,32659,Professional,7,54,2,8,3,6,Gaming,1000+,0.15880526520007907,Low Risk,658,5186.421156169382,15.9,unknown,15.9,5186.42,Monitor,active
CUST-21511,2025-03-07,0,94553,Enterprise,22,172,1,6,22,18,HealthTech,201-1000,0.05480748729817005,Low Risk,1827,5182.212346503873,5.5,unknown,5.5,5182.21,Monitor,active
CUST-21702,2024-07-07,0,54075,Professional,10,88,2,6,8,13,MarTech,1000+,0.0957981504350502,Low Risk,1344,5180.28498477534,9.6,unknown,9.6,5180.28,Monitor,active
CUST-20267,2024-02-03,0,49284,Professional,7,62,2,7,52,9,FinTech,51-200,0.10508101380234429,Low Risk,1238,5178.812684234736,10.5,unknown,10.5,5178.81,Monitor,active
CUST-20832,2025-05-24,0,75269,Enterprise,11,93,5,5,1,17,E-commerce,201-1000,0.06880117513598316,Low Risk,1669,5178.5956513103165,6.9,unknown,6.9,5178.6,Monitor,active
CUST-20570,2024-11-25,0,49526,Professional,11,98,2,4,2,16,SaaS,11-50,0.10324372894779152,Low Risk,1263,5113.248919868322,10.3,unknown,10.3,5113.25,Monitor,active
CUST-21418,2025-06-13,0,56819,Professional,1,10,3,6,7,18,HR Tech,1-10,0.08995759880188169,Low Risk,1423,5111.300806324116,9.0,unknown,9.0,5111.3,Monitor,active
CUST-20079,2024-03-17,0,102148,Enterprise,59,499,0,5,4,23,FinTech,201-1000,0.05,Low Risk,1877,5107.400000000001,5.0,unknown,5.0,5107.4,Monitor,active
CUST-20893,2024-06-05,0,37812,Professional,12,92,2,6,15,15,MarTech,51-200,0.13498349751455258,Low Risk,879,5103.996008020262,13.5,unknown,13.5,5104.0,Monitor,active
CUST-20604,2024-03-20,0,33277,Professional,7,55,3,6,8,15,MarTech,11-50,0.15253356770938598,Low Risk,702,5075.859532665237,15.3,unknown,15.3,5075.86,Monitor,active
CUST-21662,2024-12-15,0,41879,Professional,7,62,0,6,3,6,EdTech,1-10,0.12116512769566987,Low Risk,1042,5074.274382766958,12.1,unknown,12.1,5074.27,Monitor,active
CUST-21188,2024-04-27,0,74833,Enterprise,1,3,1,3,2,18,Gaming,1000+,0.06776031260702861,Low Risk,1682,5070.707473321772,6.8,unknown,6.8,5070.71,Monitor,active
CUST-20207,2025-04-06,1,39030,Professional,27,231,2,10,9,4,E-commerce,51-200,0.12969184622782215,Low Risk,949,5061.872758271898,13.0,unknown,13.0,5061.87,Monitor,archived_cancelled
CUST-20620,2024-09-06,0,38529,Professional,4,27,1,5,19,18,MarTech,51-200,0.13124390276105463,Low Risk,924,5056.696329480674,13.1,unknown,13.1,5056.7,Monitor,active
CUST-20459,2025-03-05,0,37325,Professional,40,359,1,5,7,9,MarTech,11-50,0.1354524919642193,Low Risk,871,5055.764262564485,13.5,unknown,13.5,5055.76,Monitor,active
CUST-20749,2024-03-12,0,40026,Professional,12,94,1,9,3,11,E-commerce,1-10,0.12627476982819427,Low Risk,989,5054.273937143304,12.6,unknown,12.6,5054.27,Monitor,active
CUST-20235,2024-12-24,0,58416,Professional,20,170,3,6,0,5,E-commerce,11-50,0.08629896406710577,Low Risk,1467,5041.2402849440505,8.6,unknown,8.6,5041.24,Monitor,active
CUST-20149,2024-12-09,0,33719,Professional,20,137,4,5,13,0,HR Tech,1000+,0.1494545715397757,Low Risk,735,5039.458697749697,14.9,unknown,14.9,5039.46,Monitor,active
CUST-20696,2025-03-26,0,66099,Enterprise,63,510,0,8,20,5,EdTech,1000+,0.07623461842893256,Low Risk,1582,5039.032043534014,7.6,unknown,7.6,5039.03,Monitor,active
CUST-20174,2024-04-15,0,34884,Professional,20,159,6,3,6,5,FinTech,11-50,0.14425905501097844,Low Risk,775,5032.332875002971,14.4,unknown,14.4,5032.33,Monitor,active
CUST-20931,2025-05-18,0,100406,Enterprise,47,346,3,4,11,22,HealthTech,51-200,0.05,Low Risk,1877,5020.3,5.0,unknown,5.0,5020.3,Monitor,active
CUST-20821,2024-08-15,0,90506,Enterprise,55,425,1,9,14,7,Media,1-10,0.05518183080702025,Low Risk,1822,4994.286779020174,5.5,unknown,5.5,4994.29,Monitor,active
CUST-21634,2025-04-17,0,38476,Professional,9,71,0,6,32,16,EdTech,1-10,0.1293712561272115,Low Risk,952,4977.68845075059,12.9,unknown,12.9,4977.69,Monitor,active
CUST-20116,2024-12-20,0,50160,Professional,3,17,3,9,20,19,HR Tech,11-50,0.09922935993625655,Low Risk,1303,4977.344694402628,9.9,unknown,9.9,4977.34,Monitor,active
CUST-21351,2024-06-19,0,41413,Professional,1,11,1,8,6,3,HealthTech,1-10,0.11993676713402601,Low Risk,1058,4966.941337321419,12.0,unknown,12.0,4966.94,Monitor,active
CUST-21300,2025-06-07,0,98923,Enterprise,10,72,1,4,5,21,E-commerce,1-10,0.05,Low Risk,1877,4946.150000000001,5.0,unknown,5.0,4946.15,Monitor,active
CUST-21945,2025-01-23,0,94303,Enterprise,42,324,2,7,24,18,MarTech,201-1000,0.05223299355918178,Low Risk,1856,4925.727991611519,5.2,unknown,5.2,4925.73,Monitor,active
CUST-20164,2024-12-03,0,42840,Professional,3,25,1,7,8,14,E-commerce,201-1000,0.11491079070987678,Low Risk,1116,4922.7782740111215,11.5,unknown,11.5,4922.78,Monitor,active
CUST-20945,2025-06-23,0,42253,Professional,6,54,1,7,6,3,HealthTech,1-10,0.1164666347376054,Low Risk,1099,4921.0647175680415,11.6,unknown,11.6,4921.06,Monitor,active
CUST-21069,2024-01-21,0,98392,Enterprise,99,774,2,6,0,21,E-commerce,11-50,0.05,Low Risk,1877,4919.6,5.0,unknown,5.0,4919.6,Monitor,active
CUST-21093,2024-05-11,0,73271,Enterprise,24,205,2,7,8,19,E-commerce,51-200,0.06685499360794647,Low Risk,1692,4898.532236647846,6.7,unknown,6.7,4898.53,Monitor,active
CUST-20323,2025-05-07,0,46973,Professional,5,42,2,8,0,11,EdTech,11-50,0.10426782601842854,Low Risk,1252,4897.772591563644,10.4,unknown,10.4,4897.77,Monitor,active
CUST-21507,2024-01-08,0,36590,Professional,7,63,1,9,10,5,HR Tech,1000+,0.13374753557855618,Low Risk,892,4893.822326819371,13.4,unknown,13.4,4893.82,Monitor,active
CUST-21424,2025-05-28,0,82508,Enterprise,52,419,2,5,33,13,Gaming,11-50,0.059212222678968376,Low Risk,1785,4885.482068796323,5.9,unknown,5.9,4885.48,Monitor,active
CUST-21644,2024-06-30,0,97356,Enterprise,81,648,4,8,17,21,SaaS,51-200,0.05,Low Risk,1877,4867.8,5.0,unknown,5.0,4867.8,Monitor,active
CUST-20251,2025-04-15,0,34929,Professional,26,222,3,5,8,8,FinTech,1000+,0.1392502067171639,Low Risk,827,4863.870470423818,13.9,unknown,13.9,4863.87,Monitor,active
CUST-21423,2024-10-17,0,44095,Professional,1,3,3,7,2,1,EdTech,1000+,0.11030145391463023,Low Risk,1173,4863.74261036562,11.0,unknown,11.0,4863.74,Monitor,active
CUST-21282,2025-03-21,0,27754,Professional,1,10,2,8,26,9,E-commerce,51-200,0.17508779896535392,Low Risk,549,4859.386772484433,17.5,unknown,17.5,4859.39,Monitor,active
CUST-21085,2025-04-30,0,96820,Enterprise,89,721,2,9,13,21,FinTech,1000+,0.05,Low Risk,1877,4841.0,5.0,unknown,5.0,4841.0,Monitor,active
CUST-20743,2024-02-27,0,51859,Professional,39,299,3,7,2,11,Media,201-1000,0.09320543615970427,Low Risk,1387,4833.540713806104,9.3,unknown,9.3,4833.54,Monitor,active
CUST-21765,2024-08-29,0,86617,Enterprise,44,342,0,7,0,15,Gaming,201-1000,0.05569791081655638,Low Risk,1819,4824.385941197664,5.6,unknown,5.6,4824.39,Monitor,active
CUST-21917,2024-03-26,0,72099,Enterprise,67,509,1,3,9,18,FinTech,11-50,0.06676320996160977,Low Risk,1694,4813.560675022102,6.7,unknown,6.7,4813.56,Monitor,active
CUST-21633,2025-05-02,0,46346,Professional,10,78,4,6,15,12,SaaS,11-50,0.10367484472541628,Low Risk,1257,4804.914353644143,10.4,unknown,10.4,4804.91,Monitor,active
CUST-20915,2025-02-17,0,31100,Professional,5,48,1,8,18,9,EdTech,1000+,0.15444452086319121,Low Risk,683,4803.224598845247,15.4,unknown,15.4,4803.22,Monitor,active
CUST-20005,2025-01-28,0,95630,Enterprise,1,9,0,8,5,7,Media,11-50,0.05,Low Risk,1877,4781.5,5.0,unknown,5.0,4781.5,Monitor,active
CUST-20041,2024-03-27,0,51073,Professional,12,99,0,4,2,5,Media,1-10,0.0935958894322475,Low Risk,1380,4780.2228609731765,9.4,unknown,9.4,4780.22,Monitor,active
CUST-21865,2024-02-19,0,35006,Professional,16,114,0,6,9,5,Logistics,1-10,0.1365398847832459,Low Risk,856,4779.715206722306,13.7,unknown,13.7,4779.72,Monitor,active
CUST-21527,2024-04-15,0,80552,Enterprise,22,166,1,8,3,9,SaaS,1000+,0.059200192553899446,Low Risk,1786,4768.693910601708,5.9,unknown,5.9,4768.69,Monitor,active
CUST-20611,2024-09-29,0,43676,Enterprise,5,32,2,9,26,2,E-commerce,1-10,0.10850449910005175,Low Risk,1198,4739.04250269386,10.9,unknown,10.9,4739.04,Monitor,active
CUST-21224,2025-03-21,0,76806,Enterprise,19,166,4,5,33,14,SaaS,201-1000,0.06169588934867818,Low Risk,1755,4738.614477314576,6.2,unknown,6.2,4738.61,Monitor,active
CUST-20916,2024-12-06,0,94513,Enterprise,69,588,1,9,6,22,FinTech,51-200,0.05,Low Risk,1877,4725.650000000001,5.0,unknown,5.0,4725.65,Monitor,active
CUST-21681,2024-02-22,0,25933,Professional,4,34,3,5,10,9,HealthTech,51-200,0.1820774297548413,Low Risk,508,4721.8139858323,18.2,unknown,18.2,4721.81,Monitor,active
CUST-20713,2024-08-11,0,49663,Professional,27,205,2,6,21,21,SaaS,1-10,0.09507108191477091,Low Risk,1363,4721.515141133268,9.5,unknown,9.5,4721.52,Monitor,active
CUST-20966,2025-01-21,0,94320,Enterprise,33,260,5,10,17,21,Logistics,1-10,0.05,Low Risk,1877,4716.0,5.0,unknown,5.0,4716.0,Monitor,active
CUST-20949,2024-09-10,0,94271,Enterprise,41,328,0,5,2,23,FinTech,201-1000,0.05,Low Risk,1877,4713.55,5.0,unknown,5.0,4713.55,Monitor,active
CUST-21591,2025-06-05,0,48889,Professional,38,311,0,5,0,14,SaaS,1000+,0.09640335124422614,Low Risk,1339,4713.063438978972,9.6,unknown,9.6,4713.06,Monitor,active
CUST-21014,2025-03-12,0,94156,Enterprise,2,14,2,10,1,10,HR Tech,1-10,0.05,Low Risk,1877,4707.8,5.0,unknown,5.0,4707.8,Monitor,active
CUST-21728,2024-08-01,0,37306,Professional,32,259,0,7,2,13,Gaming,1-10,0.1261160801462645,Low Risk,993,4704.886485936543,12.6,unknown,12.6,4704.89,Monitor,active
CUST-20759,2024-10-22,1,14594,Starter,25,182,8,7,5,4,HealthTech,51-200,0.3222773399533244,Low Risk,21,4703.315499278817,32.2,unknown,32.2,4703.32,Monitor,archived_cancelled
CUST-20225,2025-05-28,0,49466,Professional,6,57,2,6,2,4,E-commerce,11-50,0.0949606877202292,Low Risk,1366,4697.325378768857,9.5,unknown,9.5,4697.33,Monitor,active
CUST-21751,2024-05-07,0,93306,Enterprise,5,24,4,10,10,21,EdTech,1000+,0.05,Low Risk,1877,4665.3,5.0,unknown,5.0,4665.3,Monitor,active
CUST-20854,2024-03-29,0,44241,Professional,29,215,2,9,3,15,EdTech,51-200,0.10521891874118532,Low Risk,1236,4654.990184028779,10.5,unknown,10.5,4654.99,Monitor,active
CUST-21264,2025-04-18,0,35280,Professional,9,72,2,4,84,18,Logistics,1-10,0.13180171316407632,Low Risk,912,4649.964440428613,13.2,unknown,13.2,4649.96,Monitor,active
CUST-21788,2025-01-18,0,29503,Professional,19,142,2,9,26,2,MarTech,51-200,0.15737548321802303,Low Risk,663,4643.048881381334,15.7,unknown,15.7,4643.05,Monitor,active
CUST-21547,2024-07-25,0,66645,Enterprise,4,32,2,7,8,6,HR Tech,201-1000,0.069508617821911,Low Risk,1658,4632.401834741259,7.0,unknown,7.0,4632.4,Monitor,active
CUST-21954,2024-09-04,0,92226,Enterprise,133,1077,2,7,1,22,HealthTech,1000+,0.05,Low Risk,1877,4611.3,5.0,unknown,5.0,4611.3,Monitor,active
CUST-21583,2024-03-18,0,36177,Professional,3,17,1,7,19,15,HealthTech,11-50,0.12737407863590972,Low Risk,974,4608.012042811306,12.7,unknown,12.7,4608.01,Monitor,active
CUST-21763,2024-12-14,0,51794,Professional,4,34,1,8,26,17,Logistics,1000+,0.08877107871891383,Low Risk,1439,4597.809251167423,8.9,unknown,8.9,4597.81,Monitor,active
CUST-21775,2024-03-06,0,91908,Enterprise,58,477,6,7,17,13,HealthTech,201-1000,0.05,Low Risk,1877,4595.400000000001,5.0,unknown,5.0,4595.4,Monitor,active
CUST-20054,2025-04-10,0,30093,Professional,9,74,3,9,2,4,EdTech,201-1000,0.15216456205810341,Low Risk,706,4579.088166014506,15.2,unknown,15.2,4579.09,Monitor,active
CUST-21246,2025-04-26,0,55400,Professional,36,288,1,6,3,5,EdTech,1-10,0.08263001201322162,Low Risk,1505,4577.702665532478,8.3,unknown,8.3,4577.7,Monitor,active
CUST-20628,2025-06-21,0,24919,Professional,10,88,3,8,33,3,FinTech,51-200,0.1836406249080631,Low Risk,498,4576.140732084024,18.4,unknown,18.4,4576.14,Monitor,active
CUST-21083,2025-06-17,0,35199,Professional,12,84,3,9,14,5,E-commerce,51-200,0.12968609269052486,Low Risk,950,4564.820776613785,13.0,unknown,13.0,4564.82,Monitor,active
CUST-21748,2024-12-17,0,39760,Professional,10,83,2,6,5,19,HR Tech,1000+,0.1144702928186672,Low Risk,1126,4551.338842470208,11.4,unknown,11.4,4551.34,Monitor,active
CUST-21987,2024-10-25,0,43270,Professional,15,126,2,5,0,12,E-commerce,1000+,0.1049734248471573,Low Risk,1240,4542.200093136496,10.5,unknown,10.5,4542.2,Monitor,active
CUST-21822,2024-11-26,0,67682,Professional,1,9,3,7,4,19,HR Tech,11-50,0.06687456869936605,Low Risk,1691,4526.204558710493,6.7,unknown,6.7,4526.2,Monitor,active
CUST-20482,2025-02-01,0,44743,Professional,18,170,3,7,11,19,SaaS,11-50,0.1009465396975358,Low Risk,1287,4516.651025686844,10.1,unknown,10.1,4516.65,Monitor,active
CUST-21962,2025-01-02,0,72268,Enterprise,59,443,0,6,43,19,HR Tech,201-1000,0.06235343279982271,Low Risk,1749,4506.157881577587,6.2,unknown,6.2,4506.16,Monitor,active
CUST-21457,2024-09-24,0,27090,Professional,55,482,3,4,8,4,HealthTech,201-1000,0.1656221129997064,Low Risk,599,4486.703041162046,16.6,unknown,16.6,4486.7,Monitor,active
CUST-20172,2025-03-11,1,41811,Professional,10,85,4,6,0,18,EdTech,51-200,0.10715520098202573,Low Risk,1215,4480.266108259478,10.7,unknown,10.7,4480.27,Monitor,archived_cancelled
CUST-20199,2024-08-27,0,29456,Professional,8,67,0,10,26,7,HealthTech,11-50,0.15208709409986956,Low Risk,708,4479.877443805758,15.2,unknown,15.2,4479.88,Monitor,active
CUST-20690,2024-09-30,0,33445,Professional,1,8,0,1,6,6,EdTech,51-200,0.13321783245414254,Low Risk,897,4455.470406428797,13.3,unknown,13.3,4455.47,Monitor,active
CUST-20043,2024-05-10,0,41705,Professional,12,98,2,7,8,12,FinTech,51-200,0.10653124812968477,Low Risk,1224,4442.885703248503,10.7,unknown,10.7,4442.89,Monitor,active
