customer_id,snapshot_date,churned,arr,plan,seats,monthly_logins,support_tickets,nps_score,days_since_last_login,contract_months_remaining,industry,company_size,days_until_renewal,auto_renew_flag,renewal_status,arr_tier,engagement_score,contract_urgency,renewal_window_90d,renewal_window_30d,renewal_risk_multiplier,probability,tier,rank,value_at_risk,churn_risk_pct,renewal_window_label,urgency_score,arr_at_risk,recommended_action,account_status
CUST-20264,2024-06-15,0,125141,Enterprise,13,101,1,5,1,21,EdTech,201-1000,629,1,active,high_value,0.027509236080791373,safe,0,0,0.5,0.09755275893657323,Low Risk,1659,12207.84980608171,9.8,>90d,9.8,12207.85,Monitor,active
CUST-21767,2024-12-23,0,118817,Enterprise,106,869,3,4,4,16,FinTech,11-50,482,1,active,high_value,0.2303418645881693,safe,0,0,0.5,0.10262239881118056,Low Risk,1614,12193.28555954804,10.3,>90d,10.3,12193.29,Monitor,active
CUST-21662,2024-10-01,0,154197,Enterprise,1,9,1,8,21,16,Gaming,11-50,455,1,active,high_value,0.0022795004510041323,safe,0,0,0.5,0.07870030930144503,Low Risk,1794,12135.351593354919,7.9,>90d,7.9,12135.35,Monitor,active
CUST-21620,2024-01-18,0,127398,Enterprise,100,801,2,9,6,14,EdTech,51-200,396,1,in_notice,high_value,0.21480612582266495,safe,0,0,0.5,0.09521686156581882,Low Risk,1674,12130.437729762187,9.5,>90d,9.5,12130.44,Monitor,active
CUST-20788,2025-03-16,1,46080,Professional,1,4,2,6,22,0,Media,1-10,-30,1,active,mid_value,0.0016156661440471488,critical,1,1,1.0,0.2625456312350852,Low Risk,567,12098.102687312725,26.3,<30d,78.8,12098.1,Monitor,archived_cancelled
CUST-21956,2025-02-19,0,68437,Enterprise,6,51,2,5,80,10,EdTech,1000+,249,1,active,high_value,0.013278702121850602,upcoming,0,0,0.5,0.17654460669625502,Low Risk,998,12082.183248471605,17.7,>90d,17.7,12082.18,Monitor,active
CUST-20749,2025-04-27,0,160399,Enterprise,68,582,2,9,3,18,MarTech,11-50,556,1,renewed,high_value,0.15102302482653907,safe,0,0,0.5,0.07447449502534229,Low Risk,1831,11945.634527569877,7.4,>90d,7.4,11945.63,Monitor,archived_renewed
CUST-20312,2024-04-16,0,117496,Enterprise,17,124,0,9,2,3,FinTech,11-50,68,1,active,high_value,0.03490126868671974,soon,1,0,0.75,0.10163106965153715,Low Risk,1624,11941.244159777008,10.2,30-90d,18.3,11941.24,Monitor,active
CUST-20186,2024-11-12,0,143059,Enterprise,13,108,0,7,12,14,FinTech,11-50,485,0,active,high_value,0.028438604110531146,safe,0,0,1.0,0.08310958919007476,Low Risk,1762,11889.574719942904,8.3,>90d,8.3,11889.57,Monitor,active
CUST-20174,2024-02-15,1,40537,Professional,8,67,1,8,17,5,EdTech,1-10,156,1,active,mid_value,0.017572169301076072,soon,0,0,0.5,0.29312187894208597,Low Risk,469,11882.281606675338,29.3,>90d,33.2,11882.28,Monitor,archived_cancelled
CUST-20283,2025-01-22,0,181107,Enterprise,26,208,2,5,6,23,Logistics,1000+,693,0,active,high_value,0.05581507332993112,safe,0,0,1.0,0.06558112352925399,Low Risk,1875,11877.200539012603,6.6,>90d,6.6,11877.2,Monitor,active
CUST-21134,2025-02-13,0,134052,Enterprise,6,54,1,9,6,19,Logistics,1000+,611,1,active,high_value,0.013677002706024793,safe,0,0,0.5,0.08838995016655352,Low Risk,1718,11848.849599726833,8.8,>90d,8.8,11848.85,Monitor,active
CUST-20959,2024-04-11,0,53921,Professional,21,173,1,6,72,0,Media,201-1000,-30,1,renewed,mid_value,0.045745239688824435,critical,1,1,1.0,0.21950719259781212,Low Risk,747,11836.047332066628,22.0,<30d,65.9,11836.05,Monitor,archived_renewed
CUST-21121,2025-03-23,0,76460,Enterprise,27,220,2,4,14,3,Media,51-200,29,0,active,high_value,0.05849287436510944,soon,1,1,2.0,0.15448424347372314,Low Risk,1169,11811.86525600087,15.4,<30d,38.6,11811.87,Monitor,active
CUST-20709,2025-02-07,0,135614,Enterprise,18,133,1,6,3,14,Gaming,11-50,319,0,unknown,high_value,0.037180769137723876,safe,0,0,1.0,0.08688640244642983,Low Risk,1731,11783.012581370134,8.7,>90d,8.7,11783.01,Monitor,active
CUST-20986,2024-03-05,0,145025,Enterprise,42,348,3,4,10,18,MarTech,1000+,589,0,unknown,high_value,0.09175601310043166,safe,0,0,1.0,0.08122667722755253,Low Risk,1777,11779.898864925806,8.1,>90d,8.1,11779.9,Monitor,active
CUST-20125,2024-09-23,0,47712,Professional,12,96,2,5,14,2,HealthTech,201-1000,66,0,active,mid_value,0.025760803075352827,critical,1,0,1.5,0.24684054415458126,Low Risk,627,11777.25604270338,24.7,30-90d,44.4,11777.26,Monitor,active
CUST-20288,2024-01-30,0,63636,Enterprise,163,1305,2,3,4,9,FinTech,51-200,306,0,in_notice,high_value,0.3500503419682673,upcoming,0,0,1.0,0.1850165080728126,Low Risk,941,11773.710507721504,18.5,>90d,18.5,11773.71,Monitor,active
CUST-21111,2025-01-21,0,71122,Enterprise,66,483,4,5,20,19,HealthTech,1000+,617,1,renewed,high_value,0.1357099081518277,safe,0,0,0.5,0.16450684280611635,Low Risk,1087,11700.055674056608,16.5,>90d,16.5,11700.06,Monitor,archived_renewed
CUST-21588,2024-11-21,0,113479,Enterprise,97,783,3,7,6,13,FinTech,51-200,322,1,active,high_value,0.20916252622217513,safe,0,0,0.5,0.10239113165234634,Low Risk,1617,11619.24322877661,10.2,>90d,10.2,11619.24,Monitor,active
CUST-20165,2025-02-02,1,30656,Professional,4,28,1,4,52,2,EdTech,1000+,64,1,in_notice,mid_value,0.008055866912885356,critical,1,0,0.75,0.37887555259930583,Low Risk,275,11614.80894048432,37.9,30-90d,68.2,11614.81,Monitor,archived_cancelled
CUST-21329,2024-03-13,0,46044,Professional,2,12,0,3,19,15,Media,1000+,480,1,cancelled,mid_value,0.003762399733659884,safe,0,0,0.5,0.2513222505979131,Low Risk,611,11571.88170653031,25.1,>90d,25.1,11571.88,Monitor,archived_cancelled
CUST-21265,2025-04-14,0,102484,Enterprise,4,28,1,9,9,5,Gaming,201-1000,75,1,active,high_value,0.008055866912885356,soon,1,0,0.75,0.11284088809242117,Low Risk,1535,11564.385575263692,11.3,30-90d,20.3,11564.39,Monitor,active
CUST-21857,2024-07-21,0,121816,Enterprise,16,150,3,8,30,23,Logistics,201-1000,799,0,unknown,high_value,0.037268608384414495,safe,0,0,1.0,0.0948100863645839,Low Risk,1679,11549.385480588153,9.5,>90d,9.5,11549.39,Monitor,active
CUST-21174,2024-06-27,0,99114,Enterprise,3,20,2,8,23,7,EdTech,1000+,202,0,active,high_value,0.005909133323272619,upcoming,0,0,1.0,0.11635459072824628,Low Risk,1505,11532.368905439402,11.6,>90d,11.6,11532.37,Monitor,active
CUST-20726,2025-05-15,0,40607,Professional,8,67,4,10,15,4,FinTech,1000+,140,1,in_notice,mid_value,0.017572169301076072,soon,0,0,0.5,0.283978962470112,Low Risk,494,11531.533729023839,28.4,>90d,34.7,11531.53,Monitor,active
CUST-20860,2024-05-15,0,108969,Enterprise,82,700,3,4,27,4,HR Tech,51-200,142,0,active,high_value,0.18187389624946576,soon,0,0,1.0,0.10580216843176896,Low Risk,1584,11529.156491841431,10.6,>90d,12.8,11529.16,Monitor,active
CUST-20563,2024-08-13,0,115911,Enterprise,79,626,3,6,14,11,HealthTech,11-50,375,1,active,high_value,0.16879535241105773,upcoming,0,0,0.5,0.09857644253120768,Low Risk,1655,11426.094030234814,9.9,>90d,9.9,11426.09,Monitor,active
CUST-21921,2024-03-14,0,89388,Enterprise,11,76,6,5,31,18,MarTech,51-200,495,1,in_notice,high_value,0.02202086714904333,safe,0,0,0.5,0.1278171333484134,Low Risk,1402,11425.317915747977,12.8,>90d,12.8,11425.32,Monitor,active
CUST-21981,2024-01-02,0,93109,Enterprise,47,339,2,4,18,11,EdTech,201-1000,315,1,active,high_value,0.09598410484031689,upcoming,0,0,0.5,0.12263260121991575,Low Risk,1444,11418.198866985134,12.3,>90d,12.3,11418.2,Monitor,active
CUST-21233,2024-12-06,0,82467,Enterprise,9,75,2,4,13,18,E-commerce,1000+,482,1,active,high_value,0.01971890289068881,safe,0,0,0.5,0.13757156604195203,Low Risk,1313,11345.114336781658,13.8,>90d,13.8,11345.11,Monitor,active
CUST-21584,2024-09-01,0,73182,Enterprise,46,332,2,6,3,11,Logistics,1000+,415,1,renewed,high_value,0.09397013811209555,upcoming,0,0,0.5,0.15490480909696996,Low Risk,1167,11336.243739334455,15.5,>90d,15.5,11336.24,Monitor,archived_renewed
CUST-20234,2024-01-27,0,45118,Professional,8,67,0,8,7,5,EdTech,1-10,162,1,active,mid_value,0.017572169301076072,soon,0,0,0.5,0.2508145163018971,Low Risk,612,11316.249346508994,25.1,>90d,27.6,11316.25,Monitor,active
CUST-21910,2024-11-23,0,55297,Professional,20,149,2,1,17,0,HR Tech,201-1000,-30,1,renewed,high_value,0.041474236316949346,critical,1,1,1.0,0.2045384668209786,Low Risk,826,11310.363599799653,20.5,<30d,61.4,11310.36,Monitor,archived_renewed
CUST-20313,2024-03-29,0,74596,Enterprise,56,459,1,8,12,19,EdTech,201-1000,563,0,cancelled,high_value,0.12167751649361855,safe,0,0,1.0,0.15148487623749893,Low Risk,1195,11300.16582781247,15.1,>90d,15.1,11300.17,Monitor,archived_cancelled
CUST-21926,2024-02-22,0,173501,Enterprise,22,171,0,7,2,18,SaaS,201-1000,488,1,unknown,high_value,0.0465643046645232,safe,0,0,0.5,0.06461065948916576,Low Risk,1881,11210.014032029749,6.5,>90d,6.5,11210.01,Monitor,active
CUST-21489,2024-06-19,0,84515,Enterprise,43,346,2,7,11,17,Logistics,51-200,514,1,cancelled,high_value,0.09257507807613041,safe,0,0,0.5,0.13255395413399745,Low Risk,1359,11202.797433634794,13.3,>90d,13.3,11202.8,Monitor,archived_cancelled
CUST-21911,2025-04-04,0,131064,Enterprise,20,141,0,8,8,6,HR Tech,11-50,212,1,unknown,high_value,0.04041210142581817,soon,0,0,0.5,0.08497371699010157,Low Risk,1746,11136.995243590673,8.5,>90d,8.5,11137.0,Monitor,active
CUST-20161,2024-01-07,0,158095,Enterprise,41,367,1,8,23,17,Media,11-50,492,0,active,high_value,0.09319398476838663,safe,0,0,1.0,0.07037404009175512,Low Risk,1854,11125.783868306025,7.0,>90d,7.0,11125.78,Monitor,active
CUST-20110,2024-03-30,0,90830,Enterprise,41,329,2,7,1,10,HealthTech,51-200,408,1,active,high_value,0.08814884403551355,upcoming,0,0,0.5,0.12214512230751018,Low Risk,1450,11094.44145919115,12.2,>90d,12.2,11094.44,Monitor,active
CUST-21511,2024-12-04,0,163751,Enterprise,23,186,2,7,15,21,Gaming,11-50,637,1,unknown,high_value,0.04964040628387571,safe,0,0,0.5,0.06749976315720725,Low Risk,1867,11053.153716755845,6.7,>90d,6.7,11053.15,Monitor,active
CUST-21612,2025-02-16,0,108100,Enterprise,7,44,4,8,14,23,EdTech,1-10,702,1,cancelled,high_value,0.013433932790592388,safe,0,0,0.5,0.10148680127429957,Low Risk,1627,10970.723217751784,10.1,>90d,10.1,10970.72,Monitor,archived_cancelled
CUST-21886,2025-03-04,0,77453,Enterprise,56,494,0,8,5,19,EdTech,51-200,593,1,cancelled,high_value,0.12632435664231742,safe,0,0,0.5,0.14147774202485275,Low Risk,1278,10957.87555305092,14.1,>90d,14.1,10957.88,Monitor,archived_cancelled
CUST-20526,2025-04-26,0,153259,Enterprise,10,79,2,9,14,22,HealthTech,1000+,627,1,unknown,high_value,0.02133456903473596,safe,0,0,0.5,0.07112285647053915,Low Risk,1851,10900.21785981836,7.1,>90d,7.1,10900.22,Monitor,active
CUST-20300,2024-10-12,0,145771,Enterprise,74,616,0,9,12,15,EdTech,1000+,476,1,renewed,high_value,0.16204469030473595,safe,0,0,0.5,0.074680343022442,Low Risk,1827,10886.228282724393,7.5,>90d,7.5,10886.23,Monitor,archived_renewed
CUST-21025,2025-03-29,1,40028,Professional,1,5,2,5,42,7,EdTech,201-1000,179,1,cancelled,mid_value,0.0017484330054385454,upcoming,0,0,0.5,0.271849553300071,Low Risk,533,10881.59391949524,27.2,>90d,27.3,10881.59,Monitor,archived_cancelled
CUST-21272,2024-05-06,1,32112,Professional,7,57,0,7,5,14,HR Tech,51-200,493,1,cancelled,mid_value,0.015159901988680544,safe,0,0,0.5,0.3387795456634719,Low Risk,376,10878.88877034541,33.9,>90d,33.9,10878.89,Monitor,archived_cancelled
CUST-21502,2025-05-02,0,145688,Enterprise,54,447,3,7,1,20,Media,11-50,604,1,active,high_value,0.11791511675995867,safe,0,0,0.5,0.07440311787638154,Low Risk,1834,10839.641437174274,7.4,>90d,7.4,10839.64,Monitor,active
CUST-21960,2025-01-19,1,27837,Professional,1,5,4,7,1,1,Media,201-1000,4,0,active,mid_value,0.0017484330054385454,critical,1,1,2.0,0.38907498420065056,Low Risk,253,10830.68033519351,38.9,<30d,97.3,10830.68,Monitor,archived_cancelled
CUST-21299,2024-09-14,0,118993,Enterprise,51,394,1,8,51,16,SaaS,11-50,493,1,renewed,high_value,0.10762467701076996,safe,0,0,0.5,0.09095995398382997,Low Risk,1700,10823.59780439788,9.1,>90d,9.1,10823.6,Monitor,archived_renewed
CUST-20334,2024-07-22,1,33852,Professional,4,35,3,7,5,3,FinTech,1000+,179,1,active,mid_value,0.008985234942625132,soon,0,0,0.5,0.31962376418825655,Low Risk,419,10819.90366530086,32.0,>90d,32.1,10819.9,Monitor,archived_cancelled
CUST-20170,2024-07-19,0,181380,Enterprise,46,378,6,6,14,17,Media,11-50,519,1,active,high_value,0.1000774137360998,safe,0,0,0.5,0.05954458262140718,Low Risk,1906,10800.196395870835,6.0,>90d,6.0,10800.2,Monitor,active
CUST-21012,2024-09-29,0,88811,Enterprise,64,535,4,10,10,10,E-commerce,51-200,284,1,unknown,high_value,0.1404445875472172,upcoming,0,0,0.5,0.12105997465557936,Low Risk,1459,10751.457409136658,12.1,>90d,12.1,10751.46,Monitor,active
CUST-21439,2024-06-10,0,52930,Professional,5,47,1,10,13,0,FinTech,201-1000,5,0,active,mid_value,0.011663035977803455,critical,1,1,2.0,0.20284232289340035,Low Risk,836,10736.44415074768,20.3,<30d,50.7,10736.44,Monitor,active
CUST-21622,2025-04-19,1,40709,Professional,26,195,5,8,58,3,Logistics,201-1000,92,1,unknown,mid_value,0.054089104131842966,soon,0,0,0.5,0.26331261064534034,Low Risk,562,10719.19306676116,26.3,>90d,39.2,10719.19,Monitor,archived_cancelled
CUST-20685,2024-04-18,1,24388,Professional,3,23,0,6,52,3,MarTech,11-50,116,1,cancelled,mid_value,0.00630743390744681,soon,0,0,0.5,0.43723256186644,Medium Risk,162,10663.227718798738,43.7,>90d,59.3,10663.23,CSM check-in + usage review,archived_cancelled
CUST-21462,2025-03-06,0,82842,Enterprise,63,481,2,8,6,13,EdTech,51-200,371,1,active,high_value,0.1321905783336002,safe,0,0,0.5,0.12871240697394257,Low Risk,1395,10662.79321853535,12.9,>90d,12.9,10662.79,Monitor,active
CUST-21197,2025-03-25,0,48033,Professional,19,180,3,8,35,7,SaaS,1000+,219,1,active,mid_value,0.04450541032160109,upcoming,0,0,0.5,0.22106783743291566,Low Risk,739,10618.551435415238,22.1,>90d,22.1,10618.55,Monitor,active
CUST-21521,2024-04-11,0,105299,Enterprise,2,16,1,8,14,17,E-commerce,1-10,508,1,unknown,high_value,0.004293467179225471,safe,0,0,0.5,0.10057206238452251,Low Risk,1636,10590.137597027837,10.1,>90d,10.1,10590.14,Monitor,active
CUST-20870,2024-03-01,1,30877,Professional,12,95,4,6,12,2,HealthTech,11-50,4,1,active,mid_value,0.02562803621396143,critical,1,1,1.0,0.3415894280198598,Low Risk,369,10547.256768969211,34.2,<30d,85.4,10547.26,Monitor,archived_cancelled
CUST-20914,2024-02-09,0,96529,Enterprise,44,367,1,6,3,3,SaaS,11-50,256,0,active,high_value,0.09644778086383131,soon,0,0,1.0,0.10882489749364463,Low Risk,1566,10504.758530164023,10.9,>90d,10.9,10504.76,Monitor,active
CUST-21818,2024-02-06,0,73884,Enterprise,6,43,2,5,13,12,HR Tech,51-200,375,1,active,high_value,0.012216567230719429,upcoming,0,0,0.5,0.1418265995593782,Low Risk,1273,10478.7164818451,14.2,>90d,14.2,10478.72,Monitor,active
CUST-21593,2024-11-14,0,137968,Enterprise,24,207,4,8,8,20,HealthTech,1000+,694,1,in_notice,high_value,0.0535131090715766,safe,0,0,0.5,0.07526570576123605,Low Risk,1822,10384.258892466216,7.5,>90d,7.5,10384.26,Monitor,active
CUST-20596,2024-03-24,0,52605,Professional,3,20,4,6,13,13,MarTech,1-10,373,1,active,mid_value,0.005909133323272619,safe,0,0,0.5,0.1973494275513104,Low Risk,863,10381.566636336684,19.7,>90d,19.7,10381.57,Monitor,active
CUST-20862,2025-01-13,0,125840,Enterprise,47,340,3,6,0,19,MarTech,51-200,672,1,renewed,high_value,0.09611687170170828,safe,0,0,0.5,0.08247759095120819,Low Risk,1767,10378.980045300039,8.2,>90d,8.2,10378.98,Monitor,archived_renewed
CUST-20193,2024-06-14,0,89456,Enterprise,41,346,2,4,10,1,FinTech,51-200,76,1,renewed,high_value,0.0904058806791673,critical,1,0,0.75,0.11598335552930264,Low Risk,1509,10375.407052229297,11.6,30-90d,20.9,10375.41,Monitor,archived_renewed
CUST-20341,2025-03-06,0,156059,Enterprise,100,841,0,10,21,14,MarTech,51-200,438,1,active,high_value,0.2201168002783208,safe,0,0,0.5,0.06644202978551128,Low Risk,1873,10368.876726297105,6.6,>90d,6.6,10368.88,Monitor,active
CUST-21820,2024-07-05,1,23059,Professional,4,31,2,4,43,8,FinTech,201-1000,288,1,cancelled,mid_value,0.008454167497059545,upcoming,0,0,0.5,0.4467551084202296,Medium Risk,147,10301.726045062074,44.7,>90d,44.7,10301.73,CSM check-in + usage review,archived_cancelled
CUST-21879,2025-03-23,0,140708,Enterprise,11,91,3,5,8,19,Media,1-10,588,0,active,high_value,0.02401237006991428,safe,0,0,1.0,0.07302009758782456,Low Risk,1839,10274.511891387618,7.3,>90d,7.3,10274.51,Monitor,active
CUST-21892,2025-01-28,0,40091,Professional,7,51,1,7,7,1,HR Tech,1-10,-21,0,renewed,mid_value,0.014363300820332164,critical,1,1,2.0,0.25550293693154025,Low Risk,588,10243.36824452238,25.6,<30d,76.7,10243.37,Monitor,archived_renewed
CUST-20746,2025-04-25,1,37384,Professional,19,149,2,4,0,7,Media,1-10,235,1,cancelled,mid_value,0.04038963761846778,upcoming,0,0,0.5,0.2737481315230256,Low Risk,528,10233.800148856788,27.4,>90d,27.4,10233.8,Monitor,archived_cancelled
CUST-21362,2024-05-08,0,134019,Enterprise,1,9,2,7,6,15,Gaming,1000+,512,1,active,high_value,0.0022795004510041323,safe,0,0,0.5,0.07605194299393014,Low Risk,1815,10192.405348103524,7.6,>90d,7.6,10192.41,Monitor,active
CUST-20308,2024-04-09,0,170349,Enterprise,67,548,1,7,29,23,FinTech,1-10,641,1,active,high_value,0.14542435284075003,safe,0,0,0.5,0.059630571087294484,Low Risk,1905,10158.008154149527,6.0,>90d,6.0,10158.01,Monitor,active
CUST-20700,2024-01-17,0,125904,Enterprise,86,665,3,7,31,15,HR Tech,51-200,374,1,active,high_value,0.18156545089469311,safe,0,0,0.5,0.08017771193459619,Low Risk,1787,10094.694643413399,8.0,>90d,8.0,10094.69,Monitor,active
CUST-21985,2024-06-21,0,101636,Enterprise,6,55,0,6,3,17,Gaming,11-50,427,0,active,high_value,0.01380976956741619,safe,0,0,1.0,0.09911223499292877,Low Risk,1651,10073.371115741309,9.9,>90d,9.9,10073.37,Monitor,active
CUST-20038,2024-06-04,0,38241,Professional,12,89,1,7,4,2,Logistics,1000+,-30,1,cancelled,mid_value,0.024831435045613047,critical,1,1,1.0,0.2628052597270228,Low Risk,564,10049.935937221078,26.3,<30d,78.8,10049.94,Monitor,archived_cancelled
CUST-20532,2025-04-15,0,134269,Enterprise,64,489,0,7,7,17,HR Tech,51-200,415,1,active,high_value,0.13433731192321297,safe,0,0,0.5,0.07478834059975328,Low Risk,1825,10041.755703988274,7.5,>90d,7.5,10041.76,Monitor,active
CUST-21228,2025-03-02,0,117680,Enterprise,11,82,2,4,17,17,Media,201-1000,475,1,active,high_value,0.02281746831739171,safe,0,0,0.5,0.08532726723089427,Low Risk,1741,10041.312807731638,8.5,>90d,8.5,10041.31,Monitor,active
CUST-20082,2024-04-07,0,118787,Enterprise,14,105,2,5,14,17,FinTech,1000+,473,1,active,high_value,0.029124902224838517,safe,0,0,0.5,0.0844614154271763,Low Risk,1749,10032.918154347992,8.4,>90d,8.4,10032.92,Monitor,active
CUST-21417,2024-04-06,0,148399,Enterprise,25,202,0,9,27,21,EdTech,1000+,657,0,unknown,high_value,0.05393387346310118,safe,0,0,1.0,0.06758743572787995,Low Risk,1865,10029.907874581657,6.8,>90d,6.8,10029.91,Monitor,active
CUST-20146,2024-10-05,1,31485,Professional,20,153,2,6,6,1,EdTech,1-10,66,1,active,mid_value,0.042005303762514934,critical,1,0,0.75,0.31801752946770934,Low Risk,420,10012.781915290829,31.8,30-90d,57.2,10012.78,Monitor,archived_cancelled
CUST-21217,2024-02-13,0,121412,Enterprise,232,1857,1,8,13,16,HealthTech,11-50,424,1,unknown,high_value,0.49817495965154607,safe,0,0,0.5,0.0822397725366206,Low Risk,1770,9984.89526321618,8.2,>90d,8.2,9984.9,Monitor,active
CUST-21435,2025-03-23,0,112171,Enterprise,4,41,1,6,15,21,SaaS,1000+,645,1,in_notice,high_value,0.009781836110973514,safe,0,0,0.5,0.0889104214126718,Low Risk,1713,9973.170880280808,8.9,>90d,8.9,9973.17,Monitor,active
CUST-20265,2024-07-01,0,143858,Enterprise,39,337,1,5,2,21,HealthTech,1000+,564,0,active,high_value,0.0870417815296816,safe,0,0,1.0,0.06925857501858686,Low Risk,1859,9963.400085023868,6.9,>90d,6.9,9963.4,Monitor,active
CUST-20327,2024-10-21,0,137042,Enterprise,47,377,2,0,21,3,MarTech,11-50,97,1,unknown,high_value,0.10102924557318996,soon,0,0,0.5,0.07225029341180984,Low Risk,1845,9901.324709741244,7.2,>90d,10.6,9901.32,Monitor,active
CUST-21683,2024-06-04,0,159669,Enterprise,36,299,6,8,16,20,MarTech,11-50,630,0,in_notice,high_value,0.07874284470136383,safe,0,0,1.0,0.06198292378193362,Low Risk,1892,9896.75145733756,6.2,>90d,6.2,9896.75,Monitor,active
CUST-20999,2024-07-18,0,47708,Professional,1,7,1,7,38,2,EdTech,201-1000,46,1,active,mid_value,0.002013966728221339,critical,1,0,0.75,0.20713536096037774,Low Risk,812,9882.013800697701,20.7,30-90d,37.3,9882.01,Monitor,active
CUST-21722,2024-07-25,0,96410,Enterprise,65,486,1,8,14,18,Gaming,1-10,498,0,in_notice,high_value,0.1350236100375203,safe,0,0,1.0,0.10212152103959322,Low Risk,1620,9845.535843427182,10.2,>90d,10.2,9845.54,Monitor,active
CUST-21188,2024-01-13,0,137905,Enterprise,116,929,1,7,3,15,Media,51-200,578,1,active,high_value,0.2491538632564687,safe,0,0,0.5,0.07137958526848556,Low Risk,1850,9843.601706450501,7.1,>90d,7.1,9843.6,Monitor,active
CUST-21850,2024-10-21,0,153228,Enterprise,4,36,1,5,13,23,EdTech,201-1000,673,1,active,high_value,0.00911800180401653,safe,0,0,0.5,0.06387636264317995,Low Risk,1885,9787.647295089177,6.4,>90d,6.4,9787.65,Monitor,active
CUST-21143,2024-01-14,0,161519,Enterprise,19,146,3,7,19,23,MarTech,51-200,648,1,renewed,high_value,0.0399913370342936,safe,0,0,0.5,0.06009223811447839,Low Risk,1902,9706.038208012435,6.0,>90d,6.0,9706.04,Monitor,archived_renewed
CUST-21563,2025-01-31,0,42568,Professional,1,7,2,3,2,12,Gaming,1-10,427,1,cancelled,mid_value,0.002013966728221339,upcoming,0,0,0.5,0.22764211219985592,Low Risk,708,9690.269432123467,22.8,>90d,22.8,9690.27,Monitor,archived_cancelled
CUST-21545,2025-01-13,0,96234,Enterprise,34,276,1,8,28,15,E-commerce,11-50,482,0,unknown,high_value,0.07352000949239859,safe,0,0,1.0,0.10054010873244683,Low Risk,1637,9675.376823758288,10.1,>90d,10.1,9675.38,Monitor,active
CUST-20643,2025-03-12,0,122318,Enterprise,64,535,4,6,4,20,FinTech,51-200,667,1,renewed,high_value,0.1404445875472172,safe,0,0,0.5,0.07891951377508333,Low Risk,1793,9653.277085940643,7.9,>90d,7.9,9653.28,Monitor,archived_renewed
CUST-20452,2025-01-18,0,68400,Enterprise,30,255,0,7,11,16,SaaS,51-200,512,1,cancelled,high_value,0.06639351060925301,safe,0,0,0.5,0.14078941568308773,Low Risk,1286,9629.9960327232,14.1,>90d,14.1,9630.0,Monitor,archived_cancelled
CUST-21165,2024-04-30,0,64840,Enterprise,7,57,5,10,17,17,E-commerce,11-50,505,1,in_notice,high_value,0.015159901988680544,safe,0,0,0.5,0.14837450974739014,Low Risk,1220,9620.603212020776,14.8,>90d,14.8,9620.6,Monitor,active
CUST-21087,2025-01-23,0,88913,Enterprise,13,102,1,3,14,9,FinTech,201-1000,280,0,active,high_value,0.027642002942182768,upcoming,0,0,1.0,0.1077288668911931,Low Risk,1573,9578.496741896652,10.8,>90d,10.8,9578.5,Monitor,active
CUST-20302,2024-11-25,0,58054,Professional,15,134,1,5,4,9,Logistics,11-50,245,0,active,high_value,0.03405973990367059,upcoming,0,0,1.0,0.16429063575426614,Low Risk,1090,9537.728568078166,16.4,>90d,16.4,9537.73,Monitor,active
CUST-21341,2024-07-21,0,38876,Professional,1,7,4,6,4,14,HR Tech,1000+,390,1,cancelled,mid_value,0.002013966728221339,safe,0,0,0.5,0.24485150510846987,Low Risk,634,9518.847112596875,24.5,>90d,24.5,9518.85,Monitor,archived_cancelled
CUST-20932,2024-10-21,0,56366,Professional,6,61,0,6,4,7,EdTech,1000+,243,1,active,high_value,0.014606370735764571,upcoming,0,0,0.5,0.1688426465476795,Low Risk,1053,9516.984615306503,16.9,>90d,16.9,9516.98,Monitor,active
CUST-20978,2024-10-30,0,56990,Professional,2,21,1,7,11,16,FinTech,1-10,524,1,cancelled,high_value,0.004957301486182454,safe,0,0,0.5,0.16693219786843022,Low Risk,1069,9513.465956521839,16.7,>90d,16.7,9513.47,Monitor,archived_cancelled
CUST-21602,2025-05-03,0,168328,Enterprise,51,390,1,9,9,10,SaaS,51-200,373,0,active,high_value,0.10709360956520436,upcoming,0,0,1.0,0.056504196415990596,Low Risk,1913,9511.238374310866,5.7,>90d,5.7,9511.24,Monitor,active
CUST-20580,2025-06-09,0,52594,Professional,9,85,1,6,11,12,Media,201-1000,357,1,in_notice,mid_value,0.021046571504602776,upcoming,0,0,0.5,0.18047407494424095,Low Risk,971,9491.853497617409,18.0,>90d,18.0,9491.85,Monitor,active
CUST-20817,2024-12-16,0,85888,Enterprise,90,734,4,4,11,3,EdTech,11-50,96,1,active,high_value,0.19506475912462573,soon,0,0,0.5,0.11039768706554536,Low Risk,1552,9481.83654668556,11.0,>90d,16.2,9481.84,Monitor,active
CUST-20198,2024-08-30,0,106847,Enterprise,1,7,0,2,27,3,E-commerce,11-50,193,1,active,high_value,0.002013966728221339,soon,0,0,0.5,0.08868538315747855,Low Risk,1716,9475.767134227111,8.9,>90d,8.9,9475.77,Monitor,active
CUST-20504,2024-05-12,0,48675,Enterprise,32,288,4,6,48,9,EdTech,1000+,364,0,active,mid_value,0.07294401443213223,upcoming,0,0,1.0,0.19393069886335437,Low Risk,882,9439.576767173774,19.4,>90d,19.4,9439.58,Monitor,active
